cidade,uf,regiao,codmun,pop_dou_2017,Jornal,Online,Rádio,Revista,Televisão,tipos_existentes,total_fontes,fontes_100k_hab
CENTRAL DO MARANHÃO,MA,Nordeste,2103125,8615,0,0,0,0,0,Nenhum,0,0
CENTRALINA,MG,Sudeste,3115805,10622,0,0,0,0,0,Nenhum,0,0
CENTRO DO GUILHERME,MA,Nordeste,2103158,13555,0,0,0,0,0,Nenhum,0,0
CENTRO NOVO DO MARANHÃO,MA,Nordeste,2103174,21565,0,0,0,0,0,Nenhum,0,0
CEREJEIRAS,RO,Norte,1100056,17934,0,0,1,0,0,Rádio,1,5.576000892160143
CERES,GO,Centro-Oeste,5205406,22155,2,1,2,0,1,Vários,6,27.081922816519974
CERQUEIRA CÉSAR,SP,Sudeste,3511409,19495,2,0,0,0,1,Vários,3,15.388561169530648
CERQUILHO,SP,Sudeste,3511508,46733,3,0,2,0,0,Vários,5,10.699077739498856
CERRITO,RS,Sul,4305124,6443,0,0,0,0,0,Nenhum,0,0
CERRO AZUL,PR,Sul,4105201,17885,1,0,0,0,0,Jornal,1,5.591277606933184
CERRO BRANCO,RS,Sul,4305132,4694,0,0,0,0,0,Nenhum,0,0
CERRO CORÁ,RN,Nordeste,2402709,11344,0,0,0,0,0,Nenhum,0,0
CERRO GRANDE,RS,Sul,4305157,2437,0,0,0,0,0,Nenhum,0,0
CERRO GRANDE DO SUL,RS,Sul,4305173,11486,1,0,0,0,0,Jornal,1,8.706251088281386
CERRO LARGO,RS,Sul,4305207,14069,1,0,1,0,1,Vários,3,21.323477148340324
CERRO NEGRO,SC,Sul,4204178,3254,0,0,0,0,0,Nenhum,0,0
CESÁRIO LANGE,SP,Sudeste,3511607,17587,2,0,1,0,0,Vários,3,17.058054244612496
CÉU AZUL,PR,Sul,4105300,11764,0,0,1,0,0,Rádio,1,8.500510030601836
CEZARINA,GO,Centro-Oeste,5205455,8386,0,0,0,0,1,Televisão,1,11.924636298592892
CHÃ DE ALEGRIA,PE,Nordeste,2604403,13396,0,0,0,0,0,Nenhum,0,0
CHÃ GRANDE,PE,Nordeste,2604502,21525,0,0,0,0,0,Nenhum,0,0
CHÃ PRETA,AL,Nordeste,2701902,7427,0,0,0,0,0,Nenhum,0,0
CHÁCARA,MG,Sudeste,3115904,3101,0,0,0,0,0,Nenhum,0,0
CHALÉ,MG,Sudeste,3116001,5823,0,0,0,0,0,Nenhum,0,0
CHAPADA,RS,Sul,4305306,9597,1,0,2,0,1,Vários,4,41.67969157028238
CHAPADA DA NATIVIDADE,TO,Norte,1705102,3364,0,0,0,0,0,Nenhum,0,0
CHAPADA DE AREIA,TO,Norte,1704600,1407,0,0,0,0,0,Nenhum,0,0
CHAPADA DO NORTE,MG,Sudeste,3116100,15675,0,0,0,0,1,Televisão,1,6.379585326953749
CHAPADA DOS GUIMARÃES,MT,Centro-Oeste,5103007,19049,2,0,1,0,0,Vários,3,15.748858207779936
CHAPADA GAÚCHA,MG,Sudeste,3116159,12971,0,0,0,0,0,Nenhum,0,0
CHAPADÃO DO CÉU,GO,Centro-Oeste,5205471,9110,0,0,0,0,0,Nenhum,0,0
CHAPADÃO DO LAGEADO,SC,Sul,4204194,2953,0,0,0,0,0,Nenhum,0,0
CHAPADÃO DO SUL,MS,Centro-Oeste,5002951,23940,2,0,2,0,1,Vários,5,20.885547201336674
CHAPADINHA,MA,Nordeste,2103208,78965,0,0,2,0,1,Vários,3,3.799151522826569
CHAPECÓ,SC,Sul,4204202,213279,14,2,2,0,2,Vários,20,9.377388303583569
CHARQUEADA,SP,Sudeste,3511706,16772,0,0,1,0,0,Rádio,1,5.962318149296446
CHARQUEADAS,RS,Sul,4305355,38899,0,0,0,0,0,Nenhum,0,0
CHARRUA,RS,Sul,4305371,3482,0,0,0,0,0,Nenhum,0,0
CHAVAL,CE,Nordeste,2303907,12952,0,0,0,0,0,Nenhum,0,0
CHAVANTES,SP,Sudeste,3557204,12487,0,0,0,0,0,Nenhum,0,0
CHAVES,PA,Norte,1502509,23066,0,0,0,0,0,Nenhum,0,0
CHIADOR,MG,Sudeste,3116209,2789,0,0,0,0,1,Televisão,1,35.85514521333812
CHIAPETTA,RS,Sul,4305405,4026,0,0,1,0,1,Vários,2,49.67709885742673
CHOPINZINHO,PR,Sul,4105409,19911,1,0,2,0,1,Vários,4,20.089397820300334
CHORÓ,CE,Nordeste,2303931,13384,0,0,0,0,1,Televisão,1,7.471607890017931
CHOROZINHO,CE,Nordeste,2303956,19197,1,0,0,0,0,Jornal,1,5.209147262593113
CHORROCHÓ,BA,Nordeste,2907707,11591,0,0,0,0,0,Nenhum,0,0
CHUÍ,RS,Sul,4305439,6456,0,0,2,0,0,Rádio,2,30.97893432465923
CHUPINGUAIA,RO,Norte,1100924,10593,0,0,0,0,0,Nenhum,0,0
CHUVISCA,RS,Sul,4305447,5319,0,0,0,0,0,Nenhum,0,0
CIANORTE,PR,Sul,4105508,79571,4,1,3,0,0,Vários,8,10.053914114438676
CÍCERO DANTAS,BA,Nordeste,2907806,34676,0,0,1,0,0,Rádio,1,2.8838389664321147
CIDADE GAÚCHA,PR,Sul,4105607,12326,0,0,0,0,0,Nenhum,0,0
CIDADE OCIDENTAL,GO,Centro-Oeste,5205497,66777,0,0,0,0,0,Nenhum,0,0
CIDELÂNDIA,MA,Nordeste,2103257,14539,0,0,0,0,0,Nenhum,0,0
CIDREIRA,RS,Sul,4305454,14710,1,0,0,0,0,Jornal,1,6.798096532970769
CIPÓ,BA,Nordeste,2907905,17739,0,0,0,0,0,Nenhum,0,0
CIPOTÂNEA,MG,Sudeste,3116308,6868,0,0,0,0,0,Nenhum,0,0
CIRÍACO,RS,Sul,4305504,4983,0,0,0,0,1,Televisão,1,20.06823198876179
CLARAVAL,MG,Sudeste,3116407,4847,0,0,0,0,0,Nenhum,0,0
CLARO DOS POÇÕES,MG,Sudeste,3116506,7819,0,0,0,0,0,Nenhum,0,0
CLÁUDIA,MT,Centro-Oeste,5103056,11716,0,0,0,0,0,Nenhum,0,0
CLÁUDIO,MG,Sudeste,3116605,28287,0,0,1,0,1,Vários,2,7.070385689539365
CLEMENTINA,SP,Sudeste,3511904,8254,0,0,0,0,1,Televisão,1,12.1153380179307
CLEVELÂNDIA,PR,Sul,4105706,17250,0,0,2,0,1,Vários,3,17.39130434782609
COARACI,BA,Nordeste,2908002,19022,0,0,0,0,1,Televisão,1,5.257070760172432
COARI,AM,Norte,1301209,84762,0,0,1,0,0,Rádio,1,1.1797739553101625
COCAL,PI,Nordeste,2202703,27338,0,0,0,0,0,Nenhum,0,0
COCAL DE TELHA,PI,Nordeste,2202711,4812,0,0,0,0,0,Nenhum,0,0
COCAL DO SUL,SC,Sul,4204251,16446,2,0,0,0,0,Jornal,2,12.161011796181443
COCAL DOS ALVES,PI,Nordeste,2202729,6054,0,0,0,0,0,Nenhum,0,0
COCALINHO,MT,Centro-Oeste,5103106,5535,0,0,0,0,0,Nenhum,0,0
COCALZINHO DE GOIÁS,GO,Centro-Oeste,5205513,19583,1,0,0,0,0,Jornal,1,5.106469897359955
COCOS,BA,Nordeste,2908101,19498,0,0,0,0,0,Nenhum,0,0
CODAJÁS,AM,Norte,1301308,27817,0,0,0,0,0,Nenhum,0,0
CODÓ,MA,Nordeste,2103307,120810,0,0,2,0,6,Vários,8,6.621968380100984
COELHO NETO,MA,Nordeste,2103406,48756,0,0,1,0,1,Vários,2,4.102059233735335
COIMBRA,MG,Sudeste,3116704,7559,0,0,0,0,1,Televisão,1,13.229263130043657
COITÉ DO NÓIA,AL,Nordeste,2702009,10888,0,0,0,0,0,Nenhum,0,0
COIVARAS,PI,Nordeste,2202737,3953,0,0,0,0,0,Nenhum,0,0
COLARES,PA,Norte,1502608,11759,0,0,0,0,0,Nenhum,0,0
COLATINA,ES,Sudeste,3201506,124525,4,0,3,0,3,Vários,10,8.03051596065047
COLÍDER,MT,Centro-Oeste,5103205,32298,3,0,2,0,3,Vários,8,24.769335562573534
COLINA,SP,Sudeste,3512001,18376,2,0,3,1,0,Vários,6,32.6512842838485
COLINAS,MA,Nordeste,2103505,40575,0,0,1,0,2,Vários,3,7.393715341959335
COLINAS,RS,Sul,4305587,2499,0,0,0,0,0,Nenhum,0,0
COLINAS DO SUL,GO,Centro-Oeste,5205521,3529,0,0,0,0,0,Nenhum,0,0
COLINAS DO TOCANTINS,TO,Norte,1705508,34839,0,0,1,0,0,Rádio,1,2.8703464508166134
COLMÉIA,TO,Norte,1716703,8409,0,0,0,0,0,Nenhum,0,0
COLNIZA,MT,Centro-Oeste,5103254,36161,0,0,0,0,0,Nenhum,0,0
COLÔMBIA,SP,Sudeste,3512100,6225,0,2,2,0,0,Vários,4,64.2570281124498
COLOMBO,PR,Sul,4105805,237402,2,0,0,0,0,Jornal,2,0.8424528858223604
COLÔNIA DO GURGUÉIA,PI,Nordeste,2202752,6372,0,0,0,0,0,Nenhum,0,0
COLÔNIA DO PIAUÍ,PI,Nordeste,2202778,7536,0,0,0,0,0,Nenhum,0,0
COLÔNIA LEOPOLDINA,AL,Nordeste,2702108,21926,0,0,0,0,0,Nenhum,0,0
COLORADO,PR,Sul,4105904,23941,0,0,2,0,2,Vários,4,16.70773986049037
COLORADO,RS,Sul,4305603,3478,1,0,0,0,0,Jornal,1,28.75215641173088
COLORADO DO OESTE,RO,Norte,1100064,18467,2,0,1,0,0,Vários,3,16.245194130069855
COLUNA,MG,Sudeste,3116803,9146,0,0,0,0,1,Televisão,1,10.933741526350317
COMBINADO,TO,Norte,1705557,4874,0,0,0,0,0,Nenhum,0,0
COMENDADOR GOMES,MG,Sudeste,3116902,3138,0,0,0,0,1,Televisão,1,31.867431485022305
COMENDADOR LEVY GASPARIAN,RJ,Sudeste,3300951,8336,0,0,0,0,0,Nenhum,0,0
COMERCINHO,MG,Sudeste,3117009,7599,0,0,0,0,1,Televisão,1,13.15962626661403
COMODORO,MT,Centro-Oeste,5103304,19932,1,0,1,0,0,Vários,2,10.034115994380896
CONCEIÇÃO,PB,Nordeste,2504405,18944,0,1,2,0,0,Vários,3,15.83614864864865
CONCEIÇÃO DA APARECIDA,MG,Sudeste,3117108,10374,0,0,0,0,1,Televisão,1,9.63948332369385
CONCEIÇÃO DA BARRA,ES,Sudeste,3201605,31574,1,0,0,0,1,Vários,2,6.334325711028061
CONCEIÇÃO DA BARRA DE MINAS,MG,Sudeste,3115201,4050,0,0,0,0,0,Nenhum,0,0
CONCEIÇÃO DA FEIRA,BA,Nordeste,2908200,23024,0,0,0,0,0,Nenhum,0,0
CONCEIÇÃO DAS ALAGOAS,MG,Sudeste,3117306,26818,0,0,0,0,1,Televisão,1,3.728838839585353
CONCEIÇÃO DAS PEDRAS,MG,Sudeste,3117207,2858,0,0,0,0,1,Televisão,1,34.98950314905528
CONCEIÇÃO DE IPANEMA,MG,Sudeste,3117405,4644,0,0,0,0,1,Televisão,1,21.533161068044787
CONCEIÇÃO DE MACABU,RJ,Sudeste,3301405,22461,1,0,1,0,1,Vários,3,13.356484573260317
CONCEIÇÃO DO ALMEIDA,BA,Nordeste,2908309,18229,0,0,0,0,0,Nenhum,0,0
CONCEIÇÃO DO ARAGUAIA,PA,Norte,1502707,46571,0,0,1,0,1,Vários,2,4.294518047712096
CONCEIÇÃO DO CANINDÉ,PI,Nordeste,2202802,4726,0,0,0,0,0,Nenhum,0,0
CONCEIÇÃO DO CASTELO,ES,Sudeste,3201704,12944,0,0,0,0,1,Televisão,1,7.725587144622991
CONCEIÇÃO DO COITÉ,BA,Nordeste,2908408,68303,0,1,2,0,1,Vários,4,5.856258143858981
CONCEIÇÃO DO JACUÍPE,BA,Nordeste,2908507,33876,0,0,1,0,0,Rádio,1,2.9519423780847798
CONCEIÇÃO DO LAGO-AÇU,MA,Nordeste,2103554,16192,0,0,0,0,0,Nenhum,0,0
CONCEIÇÃO DO MATO DENTRO,MG,Sudeste,3117504,18126,1,0,1,0,2,Vários,4,22.067747986317997
CONCEIÇÃO DO PARÁ,MG,Sudeste,3117603,5515,0,0,0,0,0,Nenhum,0,0
CONCEIÇÃO DO RIO VERDE,MG,Sudeste,3117702,13724,0,0,0,0,1,Televisão,1,7.286505392013991
CONCEIÇÃO DO TOCANTINS,TO,Norte,1705607,4179,0,0,0,0,0,Nenhum,0,0
CONCEIÇÃO DOS OUROS,MG,Sudeste,3117801,11467,0,0,0,0,1,Televisão,1,8.720676724513822
CONCHAL,SP,Sudeste,3512209,27554,1,0,1,0,0,Vários,2,7.258474268708717
CONCHAS,SP,Sudeste,3512308,17638,3,0,0,0,0,Jornal,3,17.00873114865631
CONCÓRDIA,SC,Sul,4204301,73766,6,1,4,0,2,Vários,13,17.62329528509069
CONCÓRDIA DO PARÁ,PA,Norte,1502756,32395,0,0,0,0,0,Nenhum,0,0
CONDADO,PB,Nordeste,2504504,6753,0,0,0,0,1,Televisão,1,14.808233377758034
CONDADO,PE,Nordeste,2604601,26186,0,0,0,0,0,Nenhum,0,0
CONDE,BA,Nordeste,2908606,26371,0,0,0,0,0,Nenhum,0,0
CONDE,PB,Nordeste,2504603,24769,0,0,0,0,0,Nenhum,0,0
CONDEÚBA,BA,Nordeste,2908705,18191,1,0,0,0,1,Vários,2,10.994447803859051
CONDOR,RS,Sul,4305702,6836,0,0,0,0,0,Nenhum,0,0
CÔNEGO MARINHO,MG,Sudeste,3117836,7624,0,0,0,0,0,Nenhum,0,0
CONFINS,MG,Sudeste,3117876,6608,0,0,0,0,0,Nenhum,0,0
CONFRESA,MT,Centro-Oeste,5103353,29471,0,0,0,0,0,Nenhum,0,0
CONGO,PB,Nordeste,2504702,4789,0,0,0,0,0,Nenhum,0,0
CONGONHAL,MG,Sudeste,3117900,11706,0,0,0,0,1,Televisão,1,8.542627712284299
CONGONHAS,MG,Sudeste,3118007,53843,1,0,2,0,1,Vários,4,7.429006556098285
CONGONHAS DO NORTE,MG,Sudeste,3118106,5134,0,0,0,0,0,Nenhum,0,0
CONGONHINHAS,PR,Sul,4106001,8821,0,0,0,0,0,Nenhum,0,0
CONQUISTA,MG,Sudeste,3118205,6960,0,0,0,0,0,Nenhum,0,0
CONQUISTA D'OESTE,MT,Centro-Oeste,5103361,3860,0,0,0,0,0,Nenhum,0,0
CONSELHEIRO LAFAIETE,MG,Sudeste,3118304,127369,5,2,5,0,1,Vários,13,10.206565176769857
CONSELHEIRO MAIRINCK,PR,Sul,4106100,3866,0,0,0,0,0,Nenhum,0,0
CONSELHEIRO PENA,MG,Sudeste,3118403,23240,0,0,1,0,1,Vários,2,8.605851979345957
CONSOLAÇÃO,MG,Sudeste,3118502,1810,0,0,0,0,0,Nenhum,0,0
CONSTANTINA,RS,Sul,4305801,10109,1,1,2,0,1,Vários,5,49.460876446730644
CONTAGEM,MG,Sudeste,3118601,658580,10,5,0,0,1,Vários,16,2.429469464605667
CONTENDA,PR,Sul,4106209,17961,0,0,0,0,0,Nenhum,0,0
CONTENDAS DO SINCORÁ,BA,Nordeste,2908804,4299,0,0,0,0,0,Nenhum,0,0
COQUEIRAL,MG,Sudeste,3118700,9432,0,0,1,0,0,Rádio,1,10.602205258693807
COQUEIRO BAIXO,RS,Sul,4305835,1559,0,0,0,0,0,Nenhum,0,0
COQUEIRO SECO,AL,Nordeste,2702207,5918,0,0,0,0,0,Nenhum,0,0
COQUEIROS DO SUL,RS,Sul,4305850,2458,0,0,0,0,0,Nenhum,0,0
CORAÇÃO DE JESUS,MG,Sudeste,3118809,27052,0,0,1,0,0,Rádio,1,3.6965843560550047
CORAÇÃO DE MARIA,BA,Nordeste,2908903,23896,0,0,0,0,0,Nenhum,0,0
CORBÉLIA,PR,Sul,4106308,17193,0,0,2,0,0,Rádio,2,11.632641191182458
CORDEIRO,RJ,Sudeste,3301504,21250,3,0,1,0,1,Vários,5,23.529411764705884
CORDEIRÓPOLIS,SP,Sudeste,3512407,23793,1,0,1,0,0,Vários,2,8.405833648552095
CORDEIROS,BA,Nordeste,2909000,8904,0,0,1,0,0,Rádio,1,11.230907457322552
CORDILHEIRA ALTA,SC,Sul,4204350,4321,0,0,0,0,0,Nenhum,0,0
CORDISBURGO,MG,Sudeste,3118908,9029,0,0,0,0,0,Nenhum,0,0
CORDISLÂNDIA,MG,Sudeste,3119005,3587,0,0,0,0,1,Televisão,1,27.878449958182326
COREAÚ,CE,Nordeste,2304004,23107,0,0,0,0,0,Nenhum,0,0
COREMAS,PB,Nordeste,2504801,15426,0,0,0,0,0,Nenhum,0,0
CORGUINHO,MS,Centro-Oeste,5003108,5730,0,0,0,0,0,Nenhum,0,0
CORIBE,BA,Nordeste,2909109,14933,0,0,0,0,0,Nenhum,0,0
CORINTO,MG,Sudeste,3119104,24384,0,0,2,0,1,Vários,3,12.303149606299213
CORNÉLIO PROCÓPIO,PR,Sul,4106407,48677,8,0,4,0,2,Vários,14,28.76101649649732
COROACI,MG,Sudeste,3119203,10339,0,0,0,0,1,Televisão,1,9.672115291614276
COROADOS,SP,Sudeste,3512506,5885,0,0,0,0,0,Nenhum,0,0
COROATÁ,MA,Nordeste,2103604,64403,0,0,2,0,1,Vários,3,4.658168097759421
COROMANDEL,MG,Sudeste,3119302,28508,1,1,3,0,1,Vários,6,21.046723726673214
CORONEL BARROS,RS,Sul,4305871,2559,0,0,0,0,0,Nenhum,0,0
CORONEL BICACO,RS,Sul,4305900,7776,0,0,2,0,1,Vários,3,38.58024691358025
CORONEL DOMINGOS SOARES,PR,Sul,4106456,7547,0,0,0,0,0,Nenhum,0,0
CORONEL EZEQUIEL,RN,Nordeste,2402808,5593,0,0,0,0,0,Nenhum,0,0
CORONEL FABRICIANO,MG,Sudeste,3119401,110326,0,0,2,0,2,Vários,4,3.625618621177238
CORONEL FREITAS,SC,Sul,4204400,10130,1,0,2,0,1,Vários,4,39.486673247778874
CORONEL JOÃO PESSOA,RN,Nordeste,2402907,4980,0,0,0,0,1,Televisão,1,20.080321285140563
CORONEL JOÃO SÁ,BA,Nordeste,2909208,16814,0,0,0,0,0,Nenhum,0,0
CORONEL JOSÉ DIAS,PI,Nordeste,2202851,4608,0,0,0,0,0,Nenhum,0,0
CORONEL MACEDO,SP,Sudeste,3512605,4840,0,0,0,0,0,Nenhum,0,0
CORONEL MARTINS,SC,Sul,4204459,2548,0,0,0,0,0,Nenhum,0,0
CORONEL MURTA,MG,Sudeste,3119500,9411,0,0,0,0,1,Televisão,1,10.625863351397301
CORONEL PACHECO,MG,Sudeste,3119609,3125,0,0,0,0,1,Televisão,1,32
CORONEL PILAR,RS,Sul,4305934,1728,0,0,0,0,0,Nenhum,0,0
CORONEL SAPUCAIA,MS,Centro-Oeste,5003157,15016,0,0,0,0,1,Televisão,1,6.659563132658497
CORONEL VIVIDA,PR,Sul,4106506,21666,0,0,3,0,0,Rádio,3,13.846579894765993
CORONEL XAVIER CHAVES,MG,Sudeste,3119708,3471,0,0,0,0,0,Nenhum,0,0
CÓRREGO DANTA,MG,Sudeste,3119807,3359,0,0,1,0,1,Vários,2,59.54153021732659
CÓRREGO DO BOM JESUS,MG,Sudeste,3119906,3804,0,0,0,0,1,Televisão,1,26.288117770767613
CÓRREGO DO OURO,GO,Centro-Oeste,5205703,2514,0,0,0,0,0,Nenhum,0,0
CÓRREGO FUNDO,MG,Sudeste,3119955,6295,0,0,0,0,0,Nenhum,0,0
CÓRREGO NOVO,MG,Sudeste,3120003,2970,0,0,0,0,1,Televisão,1,33.670033670033675
CORREIA PINTO,SC,Sul,4204558,13358,1,0,0,0,0,Jornal,1,7.486150621350502
CORRENTE,PI,Nordeste,2202901,26205,0,0,2,0,1,Vários,3,11.448196908986835
CORRENTES,PE,Nordeste,2604700,18098,0,0,0,0,0,Nenhum,0,0
CORRENTINA,BA,Nordeste,2909307,33361,0,0,2,0,1,Vários,3,8.992536194958184
CORTÊS,PE,Nordeste,2604809,12560,0,0,0,0,1,Televisão,1,7.961783439490445
CORUMBÁ,MS,Centro-Oeste,5003207,109899,4,3,7,0,2,Vários,16,14.558822191284724
CORUMBÁ DE GOIÁS,GO,Centro-Oeste,5205802,11086,0,0,0,0,1,Televisão,1,9.020386072523904
CORUMBAÍBA,GO,Centro-Oeste,5205901,9332,0,0,0,0,0,Nenhum,0,0
CORUMBATAÍ,SP,Sudeste,3512704,4054,0,0,0,0,0,Nenhum,0,0
CORUMBATAÍ DO SUL,PR,Sul,4106555,3617,0,0,0,0,0,Nenhum,0,0
CORUMBIARA,RO,Norte,1100072,8659,0,0,0,0,0,Nenhum,0,0
CORUPÁ,SC,Sul,4204509,15541,1,0,0,0,0,Jornal,1,6.43459236857345
CORURIPE,AL,Nordeste,2702306,57498,0,0,0,0,2,Televisão,2,3.4783818567602354
COSMÓPOLIS,SP,Sudeste,3512803,69086,2,0,1,0,0,Vários,3,4.342413803086009
COSMORAMA,SP,Sudeste,3512902,7374,0,0,0,0,1,Televisão,1,13.561160835367508
COSTA MARQUES,RO,Norte,1100080,17400,0,0,0,0,0,Nenhum,0,0
COSTA RICA,MS,Centro-Oeste,5003256,20159,2,0,2,0,1,Vários,5,24.802817600079372
COTEGIPE,BA,Nordeste,2909406,14414,0,0,0,0,0,Nenhum,0,0
COTIA,SP,Sudeste,3513009,237750,7,2,0,0,1,Vários,10,4.206098843322819
COTIPORÃ,RS,Sul,4305959,4000,0,0,0,0,0,Nenhum,0,0
COTRIGUAÇU,MT,Centro-Oeste,5103379,18689,0,0,0,0,0,Nenhum,0,0
COUTO DE MAGALHÃES DE MINAS,MG,Sudeste,3120102,4444,0,0,0,0,0,Nenhum,0,0
COUTO MAGALHÃES,TO,Norte,1706001,5529,0,0,0,0,0,Nenhum,0,0
COXILHA,RS,Sul,4305975,2876,0,0,0,0,0,Nenhum,0,0
COXIM,MS,Centro-Oeste,5003306,33323,3,2,3,0,1,Vários,9,27.008372595504607
COXIXOLA,PB,Nordeste,2504850,1925,0,0,0,0,0,Nenhum,0,0
CRAÍBAS,AL,Nordeste,2702355,24510,0,0,0,0,0,Nenhum,0,0
CRATEÚS,CE,Nordeste,2304103,74426,1,0,5,0,0,Vários,6,8.061698868674926
CRATO,CE,Nordeste,2304202,130604,0,1,5,0,0,Vários,6,4.594039998774923
CRAVINHOS,SP,Sudeste,3513108,34651,1,0,0,0,1,Vários,2,5.771839196559984
CRAVOLÂNDIA,BA,Nordeste,2909505,5576,0,0,0,0,0,Nenhum,0,0
CRICIÚMA,SC,Sul,4204608,211369,12,7,3,0,3,Vários,25,11.827656846557442
CRISÓLITA,MG,Sudeste,3120151,6631,0,0,0,0,0,Nenhum,0,0
CRISÓPOLIS,BA,Nordeste,2909604,21835,0,0,0,0,0,Nenhum,0,0
CRISSIUMAL,RS,Sul,4306007,14195,0,0,2,0,0,Rádio,2,14.089468122578372
CRISTAIS,MG,Sudeste,3120201,12564,0,0,0,0,0,Nenhum,0,0
CRISTAIS PAULISTA,SP,Sudeste,3513207,8424,0,0,0,0,0,Nenhum,0,0
CRISTAL,RS,Sul,4306056,7831,0,0,0,0,0,Nenhum,0,0
CRISTAL DO SUL,RS,Sul,4306072,2918,0,0,0,0,0,Nenhum,0,0
CRISTALÂNDIA,TO,Norte,1706100,7374,0,0,1,0,1,Vários,2,27.122321670735015
CRISTALÂNDIA DO PIAUÍ,PI,Nordeste,2203008,8154,0,0,0,0,0,Nenhum,0,0
CRISTÁLIA,MG,Sudeste,3120300,6042,0,0,0,0,0,Nenhum,0,0
CRISTALINA,GO,Centro-Oeste,5206206,55347,1,0,1,0,0,Vários,2,3.6135653242271486
CRISTIANO OTONI,MG,Sudeste,3120409,5225,0,0,0,0,0,Nenhum,0,0
CRISTIANÓPOLIS,GO,Centro-Oeste,5206305,3029,0,0,0,0,0,Nenhum,0,0
CRISTINA,MG,Sudeste,3120508,10482,0,0,0,0,1,Televisão,1,9.540164090822362
CRISTINÁPOLIS,SE,Nordeste,2801702,18270,0,0,0,0,0,Nenhum,0,0
CRISTINO CASTRO,PI,Nordeste,2203107,10253,0,0,0,0,0,Nenhum,0,0
CRISTÓPOLIS,BA,Nordeste,2909703,14403,0,0,0,0,0,Nenhum,0,0
CRIXÁS,GO,Centro-Oeste,5206404,16893,1,0,1,0,1,Vários,3,17.75883502042266
CRIXÁS DO TOCANTINS,TO,Norte,1706258,1708,0,0,0,0,0,Nenhum,0,0
CROATÁ,CE,Nordeste,2304236,17874,0,0,1,0,0,Rádio,1,5.594718585655142
CROMÍNIA,GO,Centro-Oeste,5206503,3606,0,0,0,0,0,Nenhum,0,0
CRUCILÂNDIA,MG,Sudeste,3120607,5057,0,0,0,0,0,Nenhum,0,0
CRUZ,CE,Nordeste,2304251,23983,0,0,0,0,0,Nenhum,0,0
CRUZ ALTA,RS,Sul,4306106,63463,9,0,7,0,2,Vários,18,28.36298315553945
CRUZ DAS ALMAS,BA,Nordeste,2909802,64932,1,0,2,0,0,Vários,3,4.620218074293107
CRUZ DO ESPÍRITO SANTO,PB,Nordeste,2504900,17559,0,0,0,0,0,Nenhum,0,0
CRUZ MACHADO,PR,Sul,4106803,18907,1,0,0,0,0,Jornal,1,5.289046384936795
CRUZÁLIA,SP,Sudeste,3513306,2161,0,0,0,0,0,Nenhum,0,0
CRUZALTENSE,RS,Sul,4306130,2059,0,0,0,0,0,Nenhum,0,0
CRUZEIRO,SP,Sudeste,3513405,81724,2,0,2,0,1,Vários,5,6.118153785913563
CRUZEIRO DA FORTALEZA,MG,Sudeste,3120706,4174,0,0,0,0,0,Nenhum,0,0
CRUZEIRO DO IGUAÇU,PR,Sul,4106571,4369,0,0,0,0,0,Nenhum,0,0
CRUZEIRO DO OESTE,PR,Sul,4106605,21237,2,0,1,0,1,Vários,4,18.83505203183124
CRUZEIRO DO SUL,AC,Norte,1200203,82622,0,0,3,0,3,Vários,6,7.261988332405412
CRUZEIRO DO SUL,PR,Sul,4106704,4619,0,0,0,0,0,Nenhum,0,0
CRUZEIRO DO SUL,RS,Sul,4306205,12258,0,0,0,0,0,Nenhum,0,0
CRUZETA,RN,Nordeste,2403004,8147,0,0,0,0,0,Nenhum,0,0
CRUZÍLIA,MG,Sudeste,3120805,15497,0,0,0,0,1,Televisão,1,6.452861844227915
CRUZMALTINA,PR,Sul,4106852,3110,0,0,0,0,0,Nenhum,0,0
CUBATÃO,SP,Sudeste,3513504,128748,7,0,1,0,0,Vários,8,6.213688756330195
CUBATI,PB,Nordeste,2505006,7274,0,0,0,0,1,Televisão,1,13.747594171020072
CUIABÁ,MT,Centro-Oeste,5103403,590118,17,24,24,0,22,Vários,87,14.7428141490346
CUITÉ,PB,Nordeste,2505105,20348,0,0,0,0,1,Televisão,1,4.914487910359741
CUITÉ DE MAMANGUAPE,PB,Nordeste,2505238,6358,0,0,0,0,0,Nenhum,0,0
CUITEGI,PB,Nordeste,2505204,6790,0,0,0,0,0,Nenhum,0,0
CUJUBIM,RO,Norte,1100940,22443,0,0,0,0,0,Nenhum,0,0
CUMARI,GO,Centro-Oeste,5206602,2975,0,0,0,0,0,Nenhum,0,0
CUMARU,PE,Nordeste,2604908,11559,0,0,0,0,0,Nenhum,0,0
CUMARU DO NORTE,PA,Norte,1502764,13093,0,0,0,0,0,Nenhum,0,0
CUMBE,SE,Nordeste,2801900,4012,0,0,0,0,0,Nenhum,0,0
CUNHA,SP,Sudeste,3513603,21929,0,0,0,0,1,Televisão,1,4.560171462446989
CUNHA PORÃ,SC,Sul,4204707,11057,0,0,2,0,1,Vários,3,27.132133490096773
CUNHATAÍ,SC,Sul,4204756,1955,0,0,0,0,0,Nenhum,0,0
CUPARAQUE,MG,Sudeste,3120839,4995,0,0,1,0,0,Rádio,1,20.02002002002002
CUPIRA,PE,Nordeste,2605004,23977,0,0,2,0,0,Rádio,2,8.341327105142428
